video,file,label,original,frame,fold
scrbqgpvzz,70_0.png,1,lnhkjhyhvw,70,0
xkmpyvtdch,280_0.png,1,dxfdovivlw,280,0
utqhlximwa,80_0.png,1,jzupayeuln,80,0
frmzkdhkzw,100_0.png,1,yljecirelf,100,0
laojqujlsg,30_0.png,1,aayrffkzxn,30,0
edqhdckynd,70_0.png,1,lsmnqsnqld,70,0
ambabjrwbt,230_0.png,1,xjzkfqddyk,230,0
vjfjniqnxx,270_0.png,1,ldtgofdaqg,270,0
gldlvkplzy,30_0.png,1,gnmmhlbzge,30,0
zbmsvslybw,120_0.png,1,khtwrijuqn,120,0
xlmduthjih,240_0.png,1,doniqevxeg,240,0
ygsffqgqcg,0_0.png,1,hivnldfvyl,0,0
vmdpfyfkwi,180_0.png,1,lnjkpdviqb,180,0
lcqguoqxrb,30_0.png,1,qyqufaskjs,30,0
iffvaaswwj,50_0.png,1,wcqvzujamg,50,0
nyxrmccdss,0_0.png,1,jzupayeuln,0,0
fgobmbcami,130_1.png,0,fgobmbcami,130,0
hjxckindzx,0_0.png,1,fzvpbrzssi,0,0
nsccdwwlsc,0_0.png,1,qarqtkvgby,0,0
vgcwxcyiof,140_0.png,1,rktrpsdlci,140,0
dvrnrzlqdo,70_0.png,1,yxvmusxvcz,70,0
jwkgjrmfxp,280_0.png,1,fnslimfagb,280,0
tktsmomimq,220_0.png,1,fdpisghkmd,220,0
whpyhuicpe,70_0.png,1,kqlvggiqee,70,0
mcllgspbtl,240_0.png,1,nrnklcxdzq,240,0
blwvnvsbmz,280_0.png,1,vtunvalyji,280,0
wegsexmajl,30_0.png,1,jzupayeuln,30,0
kdycxkmnnw,70_0.png,1,yljecirelf,70,0
jdfaxqtpjk,90_0.png,1,kqlvggiqee,90,0
ybefzibreb,190_0.png,1,fdpisghkmd,190,0
jdkvgcjxje,180_0.png,1,jawgcggquk,180,0
gfcycflhbo,260_0.png,1,wcqvzujamg,260,0
qpobbumrhm,100_0.png,1,lzbmwwejxb,100,0
vuvkhebmuz,30_0.png,1,aayrffkzxn,30,0
zjcpgizmgd,200_0.png,1,pqdeutauqc,200,0
xiaykkootc,30_0.png,1,yxvmusxvcz,30,0
lcyjrsfrfx,280_0.png,1,qarqtkvgby,280,0
tvjlounpor,250_0.png,1,hivnldfvyl,250,0
runmncglnj,290_0.png,1,gnmmhlbzge,290,0
muhgixhdmd,140_0.png,1,xjzkfqddyk,140,0
lbjyragfls,90_0.png,1,rmufsuogzn,90,0
gnxgiwcknq,80_0.png,1,qarqtkvgby,80,0
sjwedraykt,200_0.png,1,wfzjxzhdkj,200,0
aegvtnwqoe,0_0.png,1,ybnucgidtu,0,0
oobmorozgk,150_0.png,1,hivnldfvyl,150,0
dxfdovivlw,190_0.png,0,dxfdovivlw,190,0
wcssbghcpc,60_0.png,1,uprwuohbwx,60,0
wpvnnqoqvc,270_0.png,1,srfefmyjvt,270,0
llseqxuobs,290_0.png,1,psjfwjzrrh,290,0
bihlajjbnl,160_0.png,1,qarqtkvgby,160,0
iafvzgpbix,10_0.png,1,lzbmwwejxb,10,0
udxqbhgvvx,160_0.png,1,ucthmsajay,160,0
rndcqgjrqk,80_0.png,1,gnmmhlbzge,80,0
wozzcuoagt,240_0.png,1,hivnldfvyl,240,0
xexmngtcha,90_0.png,1,wclvkepakb,90,0
omfsuzvgxn,100_0.png,1,prdrkaxeob,100,0
sdorhlibip,250_0.png,1,hicjuubiau,250,0
ybnucgidtu,260_0.png,0,ybnucgidtu,260,0
qjpugmbxhb,10_0.png,1,xmkwsnuzyq,10,0
lydmxmeegq,110_0.png,1,fdpisghkmd,110,0
gfkdvulbfo,280_0.png,1,kqlvggiqee,280,0
iffvaaswwj,110_0.png,1,wcqvzujamg,110,0
zhkqxjalrq,10_0.png,1,syxobtuucp,10,0
alpkghdgrv,110_0.png,1,wynotylpnm,110,0
kjwnylvwuo,210_0.png,1,hivnldfvyl,210,0
kpwwhpqfkx,270_0.png,1,fdpisghkmd,270,0
exseruhiuk,160_0.png,0,exseruhiuk,160,0
vjzhumqpwi,90_0.png,1,fsaronfupy,90,0
wnaweyzlqh,200_0.png,1,vpmyeepbep,200,0
koxwykmawn,0_0.png,1,syxobtuucp,0,0
qowkhqmzam,70_0.png,1,dxfdovivlw,70,0
rokgoeaybe,20_0.png,1,vtunvalyji,20,0
ealulizawd,250_0.png,1,psjfwjzrrh,250,0
jmcryhnksj,0_0.png,1,eppyqpgewp,0,0
aoydktojny,150_0.png,1,xkfliqnmwt,150,0
jstwvimaml,230_0.png,1,jytrvwlewz,230,0
cxgsjamupo,30_0.png,1,pqdeutauqc,30,0
eiwtggvtfp,70_0.png,0,eiwtggvtfp,70,0
fufcmupzen,220_0.png,0,fufcmupzen,220,0
fhgnmqzfca,200_0.png,1,yljecirelf,200,0
ygfoblbxcx,60_0.png,1,dpevefkefv,60,0
vzocjdjdcg,0_0.png,1,dxfdovivlw,0,0
jbxviammiv,130_0.png,1,fopjiyxiqd,130,0
mzwfaambxx,190_0.png,1,wynotylpnm,190,0
gwzfugbidx,120_0.png,1,nweufafotd,120,0
pbvgwcwzkg,190_0.png,1,uprwuohbwx,190,0
gczieafvpe,10_0.png,1,apvzjkvnwn,10,0
xxvwbfmgzy,90_0.png,1,doniqevxeg,90,0
fuiglusbnl,110_0.png,1,rktrpsdlci,110,0
cqtxrekabh,170_0.png,1,fnslimfagb,170,0
ekkheaisuo,20_0.png,1,qarqtkvgby,20,0
xpzfhhwkwb,240_0.png,1,xmkwsnuzyq,240,0
yxkbjxmtzr,30_0.png,1,sttnfyptum,30,0
juzjntqofi,20_0.png,1,nhsijqpoda,20,0
wvuualjyur,120_0.png,1,uprwuohbwx,120,0
xkichouvzp,230_0.png,1,qyqufaskjs,230,0
hrbkraauwx,0_0.png,1,nhsijqpoda,0,0
gyosvoeamf,150_0.png,1,xdezcezszc,150,0
getmctvhmd,200_0.png,1,apedduehoy,200,0
vqvmlwhabu,130_0.png,1,psjfwjzrrh,130,0
iyswglziib,10_0.png,1,fnslimfagb,10,0
tmgdhykjbo,50_0.png,1,ddtbarpcgo,50,0
jvadnjprqn,260_0.png,1,qyqufaskjs,260,0
ushjtzfvyn,290_0.png,1,dpevefkefv,290,0
calhtslbzf,270_0.png,1,kqlvggiqee,270,0
gxzdueambi,280_0.png,1,fsaronfupy,280,0
skrpivsmry,110_0.png,1,yxvmusxvcz,110,0
gudedkpnie,170_0.png,1,upmgtackuf,170,0
jtpupxzgoa,200_0.png,1,lzbmwwejxb,200,0
dtmlspmqqp,50_0.png,1,aayrffkzxn,50,0
rdqanntvqj,140_0.png,1,yxvmusxvcz,140,0
dsgswagtvp,200_0.png,1,wynotylpnm,200,0
geknowufwz,110_0.png,1,jawgcggquk,110,0
tkyrsegtdw,120_0.png,1,jytrvwlewz,120,0
zccpfawquo,100_0.png,1,xcruhaccxc,100,0
xnfrhixfym,20_0.png,1,fsaronfupy,20,0
bzvzpwrabw,170_0.png,1,wclvkepakb,170,0
zovntpfyum,140_0.png,1,gvasarkpfh,140,0
kzezrsewki,270_0.png,1,lnjkpdviqb,270,0
vzocjdjdcg,130_0.png,1,dxfdovivlw,130,0
hbtcuqhwyy,290_0.png,1,wclvkepakb,290,0
xpzfhhwkwb,170_0.png,1,xmkwsnuzyq,170,0
rfjuhbnlro,130_0.png,1,uqtqhiqymz,130,0
jawgcggquk,40_0.png,0,jawgcggquk,40,0
coujjnypba,260_0.png,1,dxfdovivlw,260,0
bldeizqycp,180_0.png,1,dxfdovivlw,180,0
escwylyxap,210_0.png,1,knxltsvzyu,210,0
rxpwfcsqum,130_0.png,1,jytrvwlewz,130,0
jmkqtjuuqu,60_0.png,1,psjfwjzrrh,60,0
ybdtkypwez,0_0.png,1,wynotylpnm,0,0
enhiqdvfpu,80_0.png,1,hivnldfvyl,80,0
wmooshykkb,160_0.png,1,ucthmsajay,160,0
yuephcvqzq,240_0.png,1,knxltsvzyu,240,0
fckxaqjbxk,90_0.png,1,vpmyeepbep,90,0
edqhdckynd,230_0.png,1,lsmnqsnqld,230,0
apvzjkvnwn,270_0.png,0,apvzjkvnwn,270,0
ielrrtwsdr,30_0.png,1,fopjiyxiqd,30,0
dgyeaodnzw,230_0.png,1,psjfwjzrrh,230,0
hdgfgvcoqk,130_0.png,1,prdrkaxeob,130,0
olmndbetml,180_0.png,1,sttnfyptum,180,0
hplxtssgnz,270_0.png,0,hplxtssgnz,270,0
lzertxjdds,210_0.png,1,jawgcggquk,210,0
yiabajckla,280_0.png,1,fopjiyxiqd,280,0
uzcpzcdwfv,210_0.png,1,fnslimfagb,210,0
qjsroipniu,180_0.png,1,apvzjkvnwn,180,0
slkqbehdcq,20_0.png,1,xjzkfqddyk,20,0
ujvrrbmmye,290_0.png,1,jawgcggquk,290,0
ijgcwhjkua,260_0.png,1,yxvmusxvcz,260,0
lzbmwwejxb,130_0.png,0,lzbmwwejxb,130,0
goyrhrvden,10_0.png,1,fnslimfagb,10,0
wtcvgvuqzd,120_0.png,1,uprwuohbwx,120,0
dcwnkxrsgg,270_0.png,1,lzbmwwejxb,270,0
etychryvty,220_0.png,1,uqtqhiqymz,220,0
fgobmbcami,250_1.png,0,fgobmbcami,250,0
zvuidmemcp,130_0.png,1,wynotylpnm,130,0
uzcezdepho,120_0.png,1,yxvmusxvcz,120,0
nxzgekegsp,10_0.png,1,nhsijqpoda,10,0
ealulizawd,290_0.png,1,psjfwjzrrh,290,0
yotyalfqqv,90_0.png,1,knxltsvzyu,90,0
tynejafvov,230_0.png,1,dhjnjkzuhq,230,0
gjxfowkaeo,30_0.png,1,yxvmusxvcz,30,0
aegvtnwqoe,230_0.png,1,ybnucgidtu,230,0
lbxbstcwwl,260_0.png,1,hivnldfvyl,260,0
zxprilbsxp,170_0.png,1,fsaronfupy,170,0
lbsltufgrh,180_0.png,1,prdrkaxeob,180,0
qjsroipniu,200_0.png,1,apvzjkvnwn,200,0
fhgnmqzfca,120_0.png,1,yljecirelf,120,0
oxljjggptm,190_0.png,1,fzvpbrzssi,190,0
mnvyuokhem,90_0.png,1,fufcmupzen,90,0
jbxjvkdnci,220_0.png,1,wfzjxzhdkj,220,0
jytrvwlewz,230_0.png,0,jytrvwlewz,230,0
rokgoeaybe,80_0.png,1,vtunvalyji,80,0
xfmcdyaipa,110_0.png,1,yxvmusxvcz,110,0
tkvhbpjuvd,210_0.png,1,vpmyeepbep,210,0
whdwipuosf,210_0.png,1,prdrkaxeob,210,0
bytfrsxnwi,60_0.png,1,uprwuohbwx,60,0
gxonqiyzpk,70_0.png,1,prdrkaxeob,70,0
kgfcupxgur,70_0.png,1,ddtbarpcgo,70,0
jtrbieopvk,270_0.png,1,wclvkepakb,270,0
viuioldtnu,70_0.png,1,exxqlfpnbz,70,0
xdapclpbip,180_0.png,1,pqdeutauqc,180,0
rnfvcslcmf,40_0.png,1,vtunvalyji,40,0
hzmppzxsuy,150_0.png,1,xmkwsnuzyq,150,0
sfjtewgmuy,110_0.png,1,nweufafotd,110,0
xvzjzkrmlm,50_0.png,1,wynotylpnm,50,0
augwyjvlqa,10_0.png,1,hicjuubiau,10,0
tszsvitufh,200_0.png,1,sttnfyptum,200,0
vpjfmetsvn,140_0.png,1,nweufafotd,140,0
skewcclbhg,10_0.png,1,wynotylpnm,10,0
gwzfugbidx,100_0.png,1,nweufafotd,100,0
kstmekinaw,50_0.png,1,pqdeutauqc,50,0
noavesktql,40_0.png,1,wynotylpnm,40,0
jwkgjrmfxp,200_0.png,1,fnslimfagb,200,0
uhrofvfghh,30_0.png,1,eiwtggvtfp,30,0
nsifmpyfnq,150_0.png,1,psjfwjzrrh,150,0
aiuimrebtg,150_0.png,1,vpmyeepbep,150,0
jrgfabamaa,250_0.png,1,psjfwjzrrh,250,0
sjwedraykt,40_0.png,1,wfzjxzhdkj,40,0
idczhqbbqz,230_0.png,1,prmwoaeeng,230,0
dilfhyevdv,20_0.png,1,nhsijqpoda,20,0
qjpugmbxhb,0_0.png,1,xmkwsnuzyq,0,0
apmzxocjio,40_0.png,1,aayrffkzxn,40,0
xscsjnesyj,240_0.png,1,jzupayeuln,240,0
bemkbovwsz,130_0.png,1,aayrffkzxn,130,0
dlfuxshert,210_0.png,1,qyqufaskjs,210,0
umpscxhfsk,120_0.png,1,xdezcezszc,120,0
ifjzcxxvcd,140_0.png,1,wclvkepakb,140,0
uklvqsnxgv,40_0.png,1,onbgbghesu,40,0
miiocrddnj,190_0.png,1,lokzwdldxp,190,0
vsxuvpwqmm,200_0.png,1,syxobtuucp,200,0
xchzardbfa,250_0.png,0,xchzardbfa,250,0
pqdeutauqc,240_0.png,0,pqdeutauqc,240,0
rujcwrjwhf,70_0.png,1,fdpisghkmd,70,0
xkichouvzp,20_0.png,1,qyqufaskjs,20,0
xiriffwqri,180_0.png,1,hivnldfvyl,180,0
ykiiuksurb,0_0.png,1,nhsijqpoda,0,0
xykfexpxnv,260_0.png,1,rktrpsdlci,260,0
sufvvwmbha,140_0.png,1,fnslimfagb,140,0
sochqsfsow,180_0.png,1,fnslimfagb,180,0
vhpjdjspre,40_0.png,1,hplxtssgnz,40,0
hwibtynenh,220_0.png,1,jzupayeuln,220,0
yzjzczodyz,60_0.png,1,jawgcggquk,60,0
sfbnrbvbpn,180_0.png,1,wynotylpnm,180,0
qjvjkojjkl,190_0.png,1,jvtjxreizj,190,0
kiswvzlayw,260_0.png,1,qyqufaskjs,260,0
uklvqsnxgv,80_0.png,1,onbgbghesu,80,0
oopzotineh,100_0.png,1,jytrvwlewz,100,0
rndcqgjrqk,180_0.png,1,gnmmhlbzge,180,0
lclrhuuwnj,270_1.png,1,fgobmbcami,270,0
rwkfxxgkrh,120_0.png,1,xmkwsnuzyq,120,0
wzfbvxemxn,200_0.png,1,heiyoojifp,200,0
ezzfdnllnp,10_0.png,1,aayrffkzxn,10,0
vbcjbecyos,90_0.png,1,wynotylpnm,90,0
ridrlfphki,0_0.png,1,jytrvwlewz,0,0
mqukycwlwj,140_0.png,1,ybbrkacebd,140,0
qvebuvzhcs,50_0.png,1,rktrpsdlci,50,0
onknhowfqb,230_0.png,1,exxqlfpnbz,230,0
awnfpubqmo,240_0.png,1,lnhkjhyhvw,240,0
znxyqjeodn,130_0.png,1,sttnfyptum,130,0
fxuxxtryjn,170_0.png,1,uprwuohbwx,170,0
mqmgqlbzct,50_0.png,1,jawgcggquk,50,0
vamicuaopj,20_0.png,1,kqlvggiqee,20,0
toewhlbcgt,210_0.png,1,yxvmusxvcz,210,0
pilxtozlrg,80_0.png,1,jytrvwlewz,80,0
jbwtvoixgc,10_0.png,1,qarqtkvgby,10,0
oakntpdygb,250_0.png,1,fnslimfagb,250,0
cxjtjcinqt,180_0.png,1,apvzjkvnwn,180,0
gjxfowkaeo,70_0.png,1,yxvmusxvcz,70,0
csofafwrts,150_0.png,1,xchzardbfa,150,0
dxrqdhegop,130_0.png,1,ddtbarpcgo,130,0
huznbaakma,50_0.png,1,rktrpsdlci,50,0
gnslnjrgnx,220_0.png,1,qarqtkvgby,220,0
lgkakqesov,60_0.png,1,yexeazbqig,60,0
qjeidqbpgj,280_0.png,1,vtunvalyji,280,0
mnnxgycfik,100_0.png,1,hicjuubiau,100,0
gxzdueambi,60_0.png,1,fsaronfupy,60,0
eurhttghny,260_0.png,1,ddtbarpcgo,260,0
gqnaxievjx,280_0.png,1,fopjiyxiqd,280,0
tyijytqowe,30_0.png,1,ybnucgidtu,30,0
uozecebzki,90_0.png,1,fnslimfagb,90,0
zxprilbsxp,90_0.png,1,fsaronfupy,90,0
gccnvdoknm,110_0.png,1,eiwtggvtfp,110,0
jtrbieopvk,80_0.png,1,wclvkepakb,80,0
xtegzrbvaz,50_0.png,1,ldtgofdaqg,50,0
zrueallpey,260_0.png,1,xjzkfqddyk,260,0
vurjckblge,30_0.png,1,jytrvwlewz,30,0
ybefzibreb,100_0.png,1,fdpisghkmd,100,0
dxrqdhegop,220_0.png,1,ddtbarpcgo,220,0
lmjzfqizks,100_0.png,1,wclvkepakb,100,0
twntheorhj,20_0.png,1,vtunvalyji,20,0
zplyjqnfmv,250_0.png,1,fopjiyxiqd,250,0
ywcfkvqemt,290_0.png,1,eppyqpgewp,290,0
omrtielsni,20_0.png,1,fsaronfupy,20,0
ovynyicanw,270_0.png,1,nweufafotd,270,0
yjllqhbmke,160_0.png,1,nrnklcxdzq,160,0
mynzuyrmdy,160_0.png,1,syxobtuucp,160,0
aegvtnwqoe,50_0.png,1,ybnucgidtu,50,0
lnhkjhyhvw,150_0.png,0,lnhkjhyhvw,150,0
qrgrezupjj,160_0.png,1,rktrpsdlci,160,0
wdcrhqtjhf,30_0.png,1,nweufafotd,30,0
bxgbpdjgjv,290_0.png,1,uqtqhiqymz,290,0
rnfvcslcmf,200_0.png,1,vtunvalyji,200,0
fdzrcjpewd,40_0.png,1,hivnldfvyl,40,0
twxnazwxup,150_0.png,1,fnslimfagb,150,0
qnghrfvbgb,0_0.png,1,jytrvwlewz,0,0
yokwqbiqle,100_0.png,1,xdezcezszc,100,0
qlueobbhbc,200_0.png,1,wfzjxzhdkj,200,0
ambabjrwbt,270_0.png,1,xjzkfqddyk,270,0
mlruidevki,100_0.png,1,uprwuohbwx,100,0
sbgajsyted,180_0.png,1,rmufsuogzn,180,0
bjxasekfcx,60_0.png,1,exseruhiuk,60,0
zvjzhuinck,190_0.png,1,jytrvwlewz,190,0
yoredbmvzx,0_0.png,1,jzupayeuln,0,0
buzdtxdyid,220_0.png,1,jawgcggquk,220,0
fsaronfupy,270_0.png,0,fsaronfupy,270,0
utxbqyxdwo,140_0.png,1,vtunvalyji,140,0
ytyptdjoay,180_0.png,1,pqdeutauqc,180,0
fgobmbcami,130_0.png,0,fgobmbcami,130,0
meiyjcknbl,270_0.png,1,jytrvwlewz,270,0
wykqjiughm,60_0.png,1,hsbwhlolsn,60,0
qypedtpatd,30_0.png,1,wynotylpnm,30,0
fsaronfupy,30_0.png,0,fsaronfupy,30,0
qcxkxcemcb,210_0.png,1,rmufsuogzn,210,0
bykgnyykta,50_0.png,1,upmgtackuf,50,0
petmyhjclt,30_0.png,1,ddtbarpcgo,30,0
osaesqnzgw,160_0.png,1,sttnfyptum,160,0
ndonldsrsr,90_0.png,1,vpmyeepbep,90,0
xbdqbydiwc,280_0.png,1,wcqvzujamg,280,0
doniqevxeg,50_0.png,0,doniqevxeg,50,0
twxfrcqxfu,190_0.png,1,sttnfyptum,190,0
smxqivzwed,250_0.png,1,ybnucgidtu,250,0
awfjdqqygu,250_0.png,1,vpmyeepbep,250,0
lmjzfqizks,80_0.png,1,wclvkepakb,80,0
nrnklcxdzq,240_0.png,0,nrnklcxdzq,240,0
lydmxmeegq,170_0.png,1,fdpisghkmd,170,0
skrpivsmry,20_0.png,1,yxvmusxvcz,20,0
tnecbhfzba,240_0.png,1,yxvmusxvcz,240,0
lzbmwwejxb,190_0.png,0,lzbmwwejxb,190,0
doiljuhamq,150_0.png,1,onbgbghesu,150,0
prcndkhjfm,10_0.png,1,kqlvggiqee,10,0
romzqwhhlb,40_0.png,1,syxobtuucp,40,0
ytyptdjoay,30_0.png,1,pqdeutauqc,30,0
yyzqbaexnn,30_0.png,1,pqdeutauqc,30,0
dvrnrzlqdo,290_0.png,1,yxvmusxvcz,290,0
uhgxwxlait,280_0.png,1,wcqvzujamg,280,0
jquevmhdvc,140_0.png,1,gnmmhlbzge,140,0
rixpoeqiaq,250_0.png,1,fzvpbrzssi,250,0
jmcryhnksj,40_0.png,1,eppyqpgewp,40,0
rnpefxwptv,50_0.png,0,rnpefxwptv,50,0
snjzgkxvym,50_0.png,1,rmufsuogzn,50,0
yckyxxeqtd,290_0.png,1,gnmmhlbzge,290,0
horutnradk,200_0.png,1,uprwuohbwx,200,0
kiyuduxzuc,30_0.png,1,ybnucgidtu,30,0
jtrbieopvk,120_0.png,1,wclvkepakb,120,0
kssjbbrmem,110_0.png,1,fdpisghkmd,110,0
pemiibmvkj,270_0.png,1,fdpisghkmd,270,0
escwylyxap,130_0.png,1,knxltsvzyu,130,0
enqxsifggs,90_0.png,1,yxvmusxvcz,90,0
zzlsynxeff,120_0.png,1,fnslimfagb,120,0
fxredodlkl,20_0.png,1,wynotylpnm,20,0
xmkwsnuzyq,140_0.png,0,xmkwsnuzyq,140,0
yxvmusxvcz,130_0.png,0,yxvmusxvcz,130,0
qarqtkvgby,90_0.png,0,qarqtkvgby,90,0
yxvmusxvcz,220_0.png,0,yxvmusxvcz,220,0
fgbopxbkam,100_0.png,1,uprwuohbwx,100,0
iffvaaswwj,0_0.png,1,wcqvzujamg,0,0
ngnoguzzkd,280_0.png,1,fdpisghkmd,280,0
yzrngdribf,210_0.png,1,xdezcezszc,210,0
gvlraqlweh,180_0.png,1,rnpefxwptv,180,0
hqcrauawma,150_0.png,1,ybbrkacebd,150,0
miusulscga,170_0.png,1,xjzkfqddyk,170,0
nsccdwwlsc,100_0.png,1,qarqtkvgby,100,0
hdgfgvcoqk,0_0.png,1,prdrkaxeob,0,0
nsifmpyfnq,190_0.png,1,psjfwjzrrh,190,0
ynrueopehk,0_0.png,1,ybbrkacebd,0,0
whpyhuicpe,120_0.png,1,kqlvggiqee,120,0
msfhpjlxya,260_0.png,1,qyqufaskjs,260,0
miiocrddnj,100_0.png,1,lokzwdldxp,100,0
ljenlvwnlm,240_0.png,1,jawgcggquk,240,0
hpwdlgshqg,230_0.png,1,vtunvalyji,230,0
kanuhxwqaa,260_0.png,1,apvzjkvnwn,260,0
apedduehoy,180_0.png,0,apedduehoy,180,0
xfgdnsbnto,210_0.png,1,xugmhbetrw,210,0
wsgmrrwxwt,160_0.png,1,qarqtkvgby,160,0
lgqlkfrnuc,180_0.png,1,fnslimfagb,180,0
nxzpmygaut,230_0.png,1,psjfwjzrrh,230,0
mauhkjfaww,60_0.png,1,psjfwjzrrh,60,0
bbxqtnztyy,230_0.png,1,jzupayeuln,230,0
fbgfjwjrzl,290_0.png,1,heiyoojifp,290,0
wmooshykkb,270_0.png,1,ucthmsajay,270,0
zqtvyuoabj,30_0.png,1,rktrpsdlci,30,0
zamdpqkmaz,250_0.png,1,vtunvalyji,250,0
qhmkklxqlw,220_0.png,1,jytrvwlewz,220,0
xbtmhdgcie,110_0.png,1,fnslimfagb,110,0
uqiehguuzl,150_0.png,1,aayrffkzxn,150,0
uzrbokfzmp,230_0.png,1,nweufafotd,230,0
knxltsvzyu,230_0.png,0,knxltsvzyu,230,0
cdyotmvujc,100_0.png,1,hivnldfvyl,100,0
sbgajsyted,70_0.png,1,rmufsuogzn,70,0
rthtvpztdu,250_0.png,1,jawgcggquk,250,0
knxltsvzyu,20_0.png,0,knxltsvzyu,20,0
snlyjbnpgw,200_0.png,1,wfzjxzhdkj,200,0
kdiokpezzi,140_0.png,1,jytrvwlewz,140,0
nyxrmccdss,270_0.png,1,jzupayeuln,270,0
rfeagdwnnn,190_0.png,1,fzvpbrzssi,190,0
vokrpfjpeb,220_0.png,0,vokrpfjpeb,220,0
omrtielsni,140_0.png,1,fsaronfupy,140,0
eyyigsrqff,130_0.png,1,psjfwjzrrh,130,0
wegsexmajl,110_0.png,1,jzupayeuln,110,0
hsbrwaeaah,250_0.png,1,fopjiyxiqd,250,0
bzvzpwrabw,10_0.png,1,wclvkepakb,10,0
bqefygjsnx,0_0.png,1,ybbrkacebd,0,0
lobxktzhbg,290_0.png,1,dhjnjkzuhq,290,0
rjmxcwolhm,40_0.png,1,aayrffkzxn,40,0
gczieafvpe,110_0.png,1,apvzjkvnwn,110,0
yxvmusxvcz,260_0.png,0,yxvmusxvcz,260,0
xhxlsedcyb,290_0.png,1,lnhkjhyhvw,290,0
nxzpmygaut,80_0.png,1,psjfwjzrrh,80,0
ofquuujxmu,240_0.png,1,vtunvalyji,240,0
lbxbstcwwl,10_0.png,1,hivnldfvyl,10,0
ppmvktsmkc,0_0.png,1,fufcmupzen,0,0
jmkqtjuuqu,260_0.png,1,psjfwjzrrh,260,0
xbdqbydiwc,290_0.png,1,wcqvzujamg,290,0
muhgixhdmd,150_0.png,1,xjzkfqddyk,150,0
euzlhrwolz,190_0.png,1,aayrffkzxn,190,0
jeosukfzow,90_0.png,1,apvzjkvnwn,90,0
knxltsvzyu,40_0.png,0,knxltsvzyu,40,0
gpskwigkxd,290_0.png,1,vtunvalyji,290,0
fdzrcjpewd,200_0.png,1,hivnldfvyl,200,0
ktwfxtzjbn,150_0.png,1,uqtqhiqymz,150,0
fnkkqtouoz,120_0.png,1,nweufafotd,120,0
jgzwhkcrcc,160_0.png,1,jytrvwlewz,160,0
dtwxxkuvox,0_0.png,1,upmgtackuf,0,0
vmdpfyfkwi,230_0.png,1,lnjkpdviqb,230,0
kqsjsvinkd,80_0.png,1,hivnldfvyl,80,0
fuiglusbnl,240_0.png,1,rktrpsdlci,240,0
wpysxggnok,20_0.png,1,sttnfyptum,20,0
ykbhmueovi,170_0.png,1,prmwoaeeng,170,0
jrgfabamaa,70_0.png,1,psjfwjzrrh,70,0
kkxgqvpusd,160_0.png,1,ldtgofdaqg,160,0
oibtsgqujh,200_0.png,1,rktrpsdlci,200,0
zrueallpey,240_0.png,1,xjzkfqddyk,240,0
slvtfdxsmd,200_0.png,1,rktrpsdlci,200,0
phjlaexgcl,70_0.png,1,wynotylpnm,70,0
llkhptusjn,210_0.png,1,fdpisghkmd,210,0
xwlwgvujnz,50_0.png,1,kqlvggiqee,50,0
jqlsethxvz,130_0.png,1,psjfwjzrrh,130,0
khtwrijuqn,250_1.png,0,khtwrijuqn,250,0
ktvvpqqupl,130_0.png,1,ucthmsajay,130,0
sochqsfsow,250_0.png,1,fnslimfagb,250,0
ozeqabydww,230_0.png,1,vtunvalyji,230,0
khtwrijuqn,230_1.png,0,khtwrijuqn,230,0
phunswkrpy,150_0.png,1,nweufafotd,150,0
tdsndnisso,40_0.png,1,jytrvwlewz,40,0
kbssbcdcxx,50_0.png,1,psjfwjzrrh,50,0
prdrkaxeob,180_0.png,0,prdrkaxeob,180,0
gwsmeakcic,80_0.png,1,ldtgofdaqg,80,0
komngcqveq,210_0.png,1,kqlvggiqee,210,0
owxbbpjpch,190_0.png,1,wynotylpnm,190,0
yzjzczodyz,180_0.png,1,jawgcggquk,180,0
wrrtklwiuf,200_0.png,1,hivnldfvyl,200,0
kanuhxwqaa,50_0.png,1,apvzjkvnwn,50,0
gvcrwbnzpa,30_0.png,1,jzupayeuln,30,0
acdkfksyev,0_0.png,1,qyqufaskjs,0,0
atzwrsivnb,60_0.png,1,yxvmusxvcz,60,0
zuvktiyzzr,220_0.png,1,psjfwjzrrh,220,0
ealulizawd,120_0.png,1,psjfwjzrrh,120,0
cjxbcxpbqi,10_0.png,1,rktrpsdlci,10,0
wpvnnqoqvc,150_0.png,1,srfefmyjvt,150,0
kmhiqddyhh,290_0.png,1,yxvmusxvcz,290,0
lifgmjcybk,240_0.png,1,xdezcezszc,240,0
dywronddes,30_0.png,1,eppyqpgewp,30,0
vzockawbyi,90_0.png,1,vpmyeepbep,90,0
cjndhcclqi,180_0.png,1,uqtqhiqymz,180,0
pzzuimgwei,150_0.png,1,upmgtackuf,150,0
gumgvhycum,230_0.png,1,hivnldfvyl,230,0
nwtdlrhqtf,30_1.png,1,sylnrepacf,30,0
mcbubknuyd,50_0.png,1,uprwuohbwx,50,0
atzwrsivnb,40_0.png,1,yxvmusxvcz,40,0
vapznfzfle,260_0.png,1,gnmmhlbzge,260,0
ptgpqdnxtd,140_0.png,1,hplxtssgnz,140,0
phunswkrpy,220_0.png,1,nweufafotd,220,0
lclrhuuwnj,40_1.png,1,fgobmbcami,40,0
vqelbvngnc,230_0.png,1,ldtgofdaqg,230,0
uoantcwpwm,20_0.png,1,knxltsvzyu,20,0
